x,y,label
-7.21,-10.7,1
-7.81,9.55,1
-13.19,10.79,1
9.77,10.0,1
7.18,9.97,1
-9.05,-11.07,1
-10.35,-10.23,1
10.5,-10.19,1
11.51,-5.48,1
-10.72,-7.19,1
-9.89,8.72,1
8.38,-6.77,0
-5.56,3.8,0
0.83,1.95,0
5.54,-2.18,0
0.14,-7.61,0
2.83,-1.99,0
3.12,-1.39,0
-2.36,-4.03,0
3.14,4.81,0
4.41,4.31,0
9.49,5.54,0
-1.06,2.27,0
7.46,1.56,0
-0.36,12.16,0
-3.16,-1.32,0
0.36,2.32,0
0.63,-0.59,0
-0.2,2.13,0
-5.91,-1.49,0
1.82,-0.62,0
-11.99,-0.23,0
-2.98,2.69,0
-1.2,-2.58,0
11.74,3.51,0
-5.38,-3.43,0
-2.39,1.8,0
-2.53,-2.95,0
-5.6,15.95,0
5.43,5.97,0
3.09,2.36,0
0.94,-3.58,0
-1.08,-7.92,0
-3.85,-0.09,0
1.22,-12.25,0
-8.07,-7.67,0
-1.95,-4.2,0
4.82,4.35,0
-4.05,-3.98,0
-0.33,-6.28,0
2.02,1.95,0
0.97,0.48,0
2.9,-1.0,0
4.3,4.4,0
3.54,1.54,0
-14.27,6.35,0
4.95,2.45,0
-8.9,-3.64,0
-2.89,-1.04,0
-4.06,-4.67,0
1.03,2.76,0
-3.38,-1.08,0
-4.44,3.15,0
8.24,3.46,0
-5.16,-2.29,0
4.24,-4.55,0
-5.84,-3.74,0
9.62,3.61,0
5.31,-0.25,0
-5.48,-2.11,0
0.54,2.12,0
-1.59,-0.42,0
0.06,-9.39,0
-3.78,10.74,0
2.15,3.61,0
3.94,-3.17,0
-3.25,-0.48,0
14.1,-0.43,0
-1.76,-2.91,0
-2.83,-7.49,0
-5.74,-0.04,0
-5.17,4.61,0
2.09,-0.71,0
-4.18,-2.63,0
-4.77,-2.47,0
-3.0,13.08,0
0.53,0.33,0
4.32,4.45,0
-1.82,7.24,0
-1.12,0.82,0
13.42,8.56,0
4.57,3.34,0
-4.18,-6.87,0
-2.63,-4.57,0
4.97,4.99,0
-2.09,-2.5,0
0.43,-9.12,0
-0.36,0.06,0
-4.5,-13.83,0
-3.67,4.26,0
1.95,3.01,0
-4.04,1.45,0
4.64,-8.45,0
0.7,1.58,0
5.14,6.44,0
5.7,2.53,0
0.44,-1.2,0
-3.17,-5.27,0
-1.35,1.16,0
-0.01,-1.97,0
3.81,8.58,0
-5.42,-1.82,0
4.53,-5.86,0
-0.04,1.36,0
2.51,2.72,0
-4.87,-0.58,0
5.42,10.55,0
-1.88,1.26,0
-7.33,2.66,0
-0.76,-0.69,0
-5.73,8.14,0
-2.03,-5.07,0
-3.93,0.12,0
-4.24,-0.2,0
0.89,-7.76,0
-3.71,10.85,0
4.91,1.0,0
-5.39,0.87,0
2.32,1.28,0
1.66,10.29,0
4.82,6.22,0
0.43,-5.47,0
-4.7,0.08,0
-3.87,-10.46,0
0.23,1.45,0
4.34,-2.12,0
7.32,-3.71,0
3.7,-5.0,0
3.31,-1.94,0
8.14,8.17,0
-3.6,-9.71,0
-3.62,2.77,0
-3.19,0.57,0
4.56,3.91,0
4.9,0.89,0
-0.32,9.8,0
-4.39,8.04,0
3.19,7.78,0
-6.86,-4.36,0
-0.5,-8.6,0
1.82,-6.25,0
2.69,-6.42,0
-2.2,-6.16,0
-0.13,5.19,0
-1.72,8.03,0
0.09,-2.6,0
-2.18,-10.83,0
-7.37,4.32,0
12.73,1.29,0
1.64,-2.57,0
11.02,0.93,0
0.62,-2.16,0
-8.74,6.42,0
-1.97,5.94,0
3.57,3.92,0
0.46,1.98,0
5.0,0.97,0
-3.95,-4.61,0
-2.68,0.81,0
-2.74,-8.86,0
4.24,3.76,0
3.12,-3.78,0
-7.46,8.25,0
0.64,-1.83,0
2.3,4.82,0
1.3,-10.32,0
2.56,2.42,0
11.4,-6.51,0
-3.87,4.78,0
1.05,-3.28,0
0.85,-4.21,0
3.07,-5.4,0
7.59,-7.5,0
-3.34,-8.79,0
0.58,6.28,0
0.92,-2.61,0
-0.28,0.95,0
-7.84,-3.5,0
2.47,0.26,0
2.46,0.17,0
1.98,1.55,0
8.92,8.15,0
-13.49,-0.29,0
6.67,-2.39,0
-1.01,-6.69,0
0.88,2.43,0
-13.02,1.86,0
-0.88,2.24,0
-3.65,-3.11,0
10.01,-0.83,0
2.53,2.14,0
8.15,7.16,0
6.07,-2.41,0
2.98,5.38,0
-11.8,2.81,0
-4.93,-6.72,0
4.41,0.38,0
-8.84,4.42,0
-8.04,1.05,0
-5.8,-2.41,0
-0.42,9.68,0
-9.23,-3.44,0
-2.87,-5.07,0
-2.26,-6.69,0
3.3,-4.3,0
0.19,-6.64,0
0.03,-3.45,0
-14.11,-7.62,0
2.83,1.42,0
3.56,1.74,0
3.93,5.75,0
4.62,-1.44,0
1.63,-2.49,0
-4.06,0.58,0
0.9,-3.54,0
10.52,-5.13,0
-0.47,-0.12,0
-3.8,4.05,0
2.81,1.15,0
-6.22,6.28,0
-4.39,0.94,0
-3.43,-2.26,0
0.03,2.9,0
-0.16,7.75,0
-7.71,2.88,0
5.6,-2.38,0
-0.82,4.27,0
4.95,4.33,0
-0.16,1.92,0
-4.33,4.1,0
-3.89,2.39,0
-6.91,4.89,0
-10.97,7.97,0
-0.03,-8.58,0
-1.77,3.91,0
-0.19,-3.81,0
-2.26,0.97,0
-8.71,3.51,0
-9.14,1.08,0
-0.94,-5.45,0
-1.45,-3.73,0
-7.95,-3.14,0
5.54,-10.01,0
4.63,-3.57,0
-5.14,6.24,0
-1.69,0.93,0
-7.65,0.02,0
0.19,-3.35,0
2.31,2.44,0
-4.38,-0.49,0
1.13,-4.37,0
-1.58,-3.12,0
5.7,10.77,0
1.08,3.95,0
5.3,0.27,0
2.29,-3.58,0
-4.35,11.22,0
-4.93,-1.18,0
-1.91,-5.79,0
-9.63,-2.32,0
2.7,-9.23,0
5.54,-0.65,0
-7.0,0.36,0
9.31,2.77,0
-3.6,1.92,0
1.44,0.92,0
7.71,-0.87,0
12.86,-0.06,0
-4.09,-10.35,0
-5.77,0.72,0
0.54,5.14,0
-2.71,3.53,0
5.67,2.29,0
-3.67,4.53,0
-10.61,4.93,0
-4.11,1.47,0
-6.72,4.49,0
5.43,-4.33,0
4.21,-7.47,0
3.31,-8.01,0
0.31,-2.09,0
4.46,8.95,0
-1.61,0.2,0
1.55,-3.74,0
-2.67,4.08,0
-6.9,3.37,0
4.78,5.45,0
-1.6,-4.16,0
1.27,3.3,0
-6.42,-1.88,0
-4.22,2.88,0
-2.24,3.51,0
-7.29,-9.76,0
2.83,2.37,0
7.54,2.66,0
-0.86,1.16,0
10.48,-0.04,0
-2.38,-2.6,0
1.44,-3.41,0
6.55,-1.8,0
-6.53,-2.62,0
-1.48,0.52,0
4.27,4.57,0
8.5,-4.53,0
1.65,-4.03,0
7.01,-0.74,0
11.23,-7.43,0
7.59,-5.71,0
-0.91,3.76,0
5.71,-3.57,0
-3.04,-5.63,0
1.17,3.24,0
-0.03,-2.4,0
-6.6,-1.45,0
-0.64,-4.18,0
-5.91,1.79,0
5.28,-6.69,0
-1.79,16.89,0
6.24,3.64,0
2.79,-1.96,0
1.23,-8.16,0
6.5,-5.33,0
-1.33,4.88,0
-4.79,11.54,0
-4.85,-1.76,0
-3.26,3.11,0
7.1,7.16,0
-4.17,-5.51,0
2.06,-1.19,0
6.47,0.95,0
-13.18,6.63,0
-0.06,-4.88,0
0.1,-1.15,0
-0.44,-6.78,0
-3.8,1.48,0
-4.7,-7.77,0
3.05,-2.06,0
1.05,0.1,0
-2.33,0.53,0
0.47,-2.47,0
5.71,-3.03,0
-1.87,1.19,0
-2.96,7.25,0
8.75,3.55,0
-0.25,-0.25,0
-2.73,1.49,0
-6.74,-2.73,0
-4.12,-6.08,0
-2.18,5.62,0
-0.27,0.62,0
-4.5,-6.8,0
7.83,-0.85,0
10.25,-4.21,0
8.56,3.68,0
10.08,17.39,0
5.46,-8.21,0
-5.71,1.75,0
-4.7,2.57,0
-0.97,2.91,0
0.25,4.16,0
-4.11,3.17,0
-1.0,2.21,0
-5.54,-8.48,0
0.14,-7.1,0
4.1,-1.04,0
-9.33,-5.73,0
1.99,9.83,0
-5.72,-2.29,0
-1.65,-7.05,0
5.9,7.66,0
-0.59,-9.04,0
0.62,2.78,0
-1.54,-3.57,0
-3.54,5.31,0
1.37,-2.41,0
-0.16,-1.31,0
1.1,1.79,0
-0.55,-4.02,0
-4.31,4.42,0
-4.71,7.91,0
-1.5,3.23,0
-0.26,-3.65,0
-7.14,-3.52,0
0.02,0.88,0
-9.11,1.15,0
8.08,5.21,0
7.76,5.75,0
3.97,-3.28,0
-4.22,-2.28,0
-5.56,6.28,0
2.64,-2.28,0
10.98,2.56,0
-11.88,-0.66,0
-1.43,-14.13,0
-5.23,8.4,0
9.27,2.9,0
6.88,-7.56,0
4.75,8.56,0
1.62,0.63,0
-0.97,4.11,0
-0.66,2.29,0
-2.46,1.8,0
0.24,-5.07,0
-9.29,6.96,0
-5.0,-3.83,0
1.15,1.93,0
-5.83,-8.73,0
-3.23,-7.33,0
-3.38,-8.4,0
-1.66,-4.96,0
-2.82,1.39,0
2.62,-5.73,0
0.14,6.44,0
3.01,-1.54,0
8.04,-0.47,0
6.39,-2.97,0
-0.84,0.04,0
4.92,0.86,0
1.91,1.76,0
-3.95,1.42,0
-1.12,-3.93,0
0.61,3.49,0
-5.38,-0.0,0
3.92,-4.24,0
4.58,1.61,0
-3.78,4.96,0
-2.27,2.03,0
3.1,-5.58,0
-10.74,-9.44,0
0.61,-1.39,0
2.32,10.11,0
-10.22,0.93,0
1.64,-0.75,0
0.36,1.62,0
-1.27,1.3,0
3.94,0.57,0
-0.27,1.68,0
2.49,4.6,0
9.66,-3.19,0
2.82,1.85,0
0.04,6.61,0
-1.53,-1.96,0
1.67,-9.86,0
-0.31,-2.56,0
-1.25,-5.25,0
6.25,-7.23,0
2.51,-0.74,0
-4.9,2.62,0
-1.14,5.37,0
8.52,-1.57,0
4.5,-4.92,0
3.25,-4.6,0
5.0,-7.48,0
-4.4,12.22,0
3.03,3.87,0
-5.32,6.88,0
2.28,-3.26,0
3.29,3.57,0
-2.64,8.79,0
-4.65,0.95,0
7.87,3.57,0
-4.41,-0.34,0
-0.62,-3.73,0
11.12,-6.91,0
1.96,4.57,0
0.44,-1.62,0
5.63,3.58,0
6.43,-5.6,0
4.21,9.46,0
0.74,3.45,0
1.7,1.46,0
1.94,-6.07,0
-2.87,2.04,0
2.33,3.46,0
-0.21,-6.58,0
1.31,-3.02,0
-4.0,1.56,0
-3.24,3.3,0
9.32,-0.65,0
0.55,1.44,0
1.91,-2.69,0
0.07,4.21,0
-7.64,-2.36,0
0.35,1.98,0
-1.11,4.91,0
0.61,0.72,0
2.26,-2.69,0
2.4,0.38,0
2.86,-7.68,0
10.08,-12.93,0
-5.08,0.76,0
1.67,4.33,0
4.45,-0.25,0
-4.62,-0.31,0
-0.64,6.67,0
1.69,-4.64,0
-1.62,-4.53,0
-4.87,2.89,0
-4.31,7.55,0
-6.87,0.87,0
-6.81,-0.5,0
-6.65,0.1,0
-1.52,-9.33,0
-5.93,4.14,0
-8.07,-0.8,0
-1.26,2.59,0
-7.9,-2.19,0
-1.39,1.28,0
4.76,0.9,0
-0.94,1.06,0
-0.8,-0.81,0
-1.4,1.68,0
7.92,-1.46,0
0.51,0.78,0
2.58,-7.2,0
1.99,-1.98,0
-0.97,7.37,0
1.1,2.59,0
0.46,-6.24,0
2.75,-2.92,0
10.93,-11.17,0
-1.63,4.24,0
2.76,-4.15,0
9.98,4.56,0
-3.47,2.58,0
2.97,-1.39,0
3.88,8.66,0
-11.52,-1.71,0
-1.57,4.0,0
5.8,0.93,0
-1.63,6.81,0
4.96,3.54,0
-4.92,-6.96,0
-11.06,2.34,0
0.08,3.35,0
-0.42,4.68,0
1.67,1.67,0
2.6,2.95,0
-5.41,5.73,0
4.29,0.87,0
3.93,-4.09,0
-3.84,-12.54,0
6.85,4.46,0
-10.55,2.53,0
4.96,8.79,0
-4.55,-0.46,0
-2.17,2.74,0
4.37,-2.6,0
1.35,-4.74,0
0.61,0.71,0
-6.02,7.59,0
-10.13,2.89,0
5.5,-1.65,0
3.7,-5.31,0
0.86,-6.01,0
-1.97,-15.38,0
