x0,x1,x2,label
-54.458616,-24.965777,-7.805034,-1.000000
-25.891142,-37.851522,38.112013,1.000000
-25.353837,-37.043384,46.238099,1.000000
-17.027915,-24.575981,9.772309,-1.000000
-30.628227,-59.503068,-20.919492,1.000000
-13.229964,-68.686815,-50.751507,1.000000
-52.399311,-24.874209,-4.394656,-1.000000
-17.577206,-20.137394,7.860800,-1.000000
-14.006418,-75.209609,-66.088880,-1.000000
-13.254020,-33.889971,8.749449,-1.000000
-0.799798,-40.329286,-12.817610,-1.000000
-27.442784,-44.495355,38.745455,1.000000
-52.198012,-78.018418,-47.987643,1.000000
-25.077520,-62.311096,-40.306272,-1.000000
-61.320254,-45.694731,-27.407371,1.000000
-37.825276,-50.604517,-46.982511,1.000000
-42.814856,-31.811282,-7.744581,1.000000
11.138048,-44.295456,-15.243045,-1.000000
-0.988742,-19.546450,42.527314,-1.000000
-14.632428,-81.234559,-63.493971,-1.000000
-44.123143,-33.083914,-4.511201,-1.000000
-40.712876,-53.803342,-46.206055,1.000000
-50.855339,-12.675581,41.830584,1.000000
-34.504162,-31.867014,-6.389351,1.000000
-14.123253,-87.683850,-29.327370,1.000000
-23.036885,-91.119348,-38.193813,1.000000
-4.772308,-10.085645,41.681439,-1.000000
-52.709099,-79.524359,-52.401788,1.000000
-37.927651,-14.943285,-36.945770,-1.000000
-63.665567,-48.563402,-49.055116,-1.000000
-32.125727,-36.801507,-24.721120,-1.000000
-28.388237,-62.203709,-45.034782,-1.000000
-70.074835,-41.554074,-15.503549,1.000000
-23.624190,-50.129765,8.768405,1.000000
-72.848695,-40.442661,-23.586569,1.000000
-24.149345,-94.466921,-41.318906,1.000000
-35.882334,-53.626917,-16.747511,1.000000
-54.796345,-74.318396,-57.543458,1.000000
-37.189988,-47.181350,-49.977744,1.000000
-34.748618,-29.013984,-11.875651,1.000000
-4.223564,1.224981,44.273006,-1.000000
-38.434152,-70.201218,-45.905470,-1.000000
-45.973012,-59.013302,-42.168462,1.000000
-19.074066,-39.764116,34.552921,1.000000
-0.204118,-10.242081,51.127830,-1.000000
-18.927002,-26.025520,6.423594,-1.000000
-9.558782,-77.112619,-66.097202,-1.000000
-20.609709,-25.798832,17.058839,-1.000000
-70.407947,-34.212223,-22.643337,1.000000
-33.389715,-44.707314,-17.646526,1.000000
-25.713875,-57.485024,-43.834088,-1.000000
-23.317213,-35.684128,31.238351,1.000000
-27.131759,-50.699075,4.242128,1.000000
-63.970402,-50.148304,-54.783617,-1.000000
-15.245284,-64.482632,-55.595853,1.000000
-36.531937,-44.907372,-16.446580,-1.000000
-3.025561,-85.420271,-60.471433,-1.000000
-35.903001,-27.991944,-1.617620,1.000000
-21.943325,-63.083003,-40.765801,-1.000000
-32.242652,-36.637628,-13.178419,1.000000
-44.806904,-68.556264,-47.947022,-1.000000
-66.434752,-45.456953,-54.775241,-1.000000
-12.335948,-26.077722,7.672706,-1.000000
-58.940594,-45.460467,-49.245439,-1.000000
-45.496694,-55.312680,-42.089811,1.000000
-40.821717,-47.114597,-38.333643,1.000000
-55.315707,-76.497602,-50.648994,1.000000
-9.413328,-5.284465,45.147168,-1.000000
-33.814316,-52.832937,9.812709,1.000000
-34.531376,-44.802953,-24.541038,-1.000000
-27.570163,-58.410374,-41.599726,-1.000000
-0.092816,-9.797814,49.569308,-1.000000
-47.675047,-30.261089,-4.833635,-1.000000
-30.684866,-19.468911,-34.048997,-1.000000
-11.750840,-28.228892,8.963797,-1.000000
-62.840235,-47.668982,-53.527733,-1.000000
-44.720096,-62.381577,-41.716072,1.000000
-21.415862,-23.718091,10.608591,-1.000000
-22.984810,-48.571602,39.432727,1.000000
-29.270500,-46.019194,40.152628,1.000000
-25.693147,-48.961138,38.267151,1.000000
-8.762155,-16.002043,51.796507,-1.000000
-0.825635,-46.302552,-20.315414,-1.000000
-28.174558,-34.705408,-6.369302,1.000000
-18.542104,-32.309073,14.679863,-1.000000
4.938799,-35.239782,-17.276043,-1.000000
-69.186562,-37.273026,-16.149988,1.000000
4.442575,-36.817363,-14.994323,-1.000000
-48.257320,-13.331244,37.519617,1.000000
-30.184887,-46.977245,38.731513,1.000000
-58.000153,-73.953690,-55.958438,1.000000
-15.480160,-25.942151,12.982170,-1.000000
-64.332812,-50.904913,-60.034040,-1.000000
-37.501246,-17.331294,-14.207336,1.000000
-24.993164,-54.098643,-38.387088,-1.000000
1.970269,-34.450103,-18.607973,-1.000000
-14.233573,-31.502430,8.953566,-1.000000
4.466397,-41.586437,-18.016347,-1.000000
-37.006177,-72.228252,-49.603103,-1.000000
-31.745504,-44.391043,2.587108,1.000000
-13.529476,-63.545168,-47.376184,1.000000
-18.374452,-61.762811,-57.396832,1.000000
-16.899176,-72.035087,-58.339417,1.000000
-17.643530,-86.053149,-40.102778,1.000000
-18.804158,-87.356461,-40.346298,1.000000
-65.225616,-51.998614,-56.976740,-1.000000
-38.043843,-33.470292,-14.766446,1.000000
-55.610920,-73.069149,-51.654125,1.000000
-68.456120,-44.706580,-16.287638,1.000000
-46.566061,-31.881725,-5.861673,-1.000000
-49.974139,-12.859549,35.401198,1.000000
1.434087,-41.337480,-7.051321,-1.000000
-12.204394,-18.709174,7.247261,-1.000000
-22.849722,-88.279065,-29.350207,1.000000
-22.111589,-62.882014,-47.084386,-1.000000
-8.437421,-79.481430,-62.325732,-1.000000
-71.422743,-47.918718,-51.291983,-1.000000
2.800229,-14.953734,46.533463,-1.000000
-43.914356,-71.292544,-55.210811,-1.000000
-30.924902,-20.313522,-32.180273,-1.000000
-26.273313,-60.038899,-45.725117,-1.000000
-61.865402,-51.687835,-59.671015,-1.000000
-48.843238,-15.587054,32.360672,1.000000
-23.607220,-91.405385,-34.601808,1.000000
-48.193612,-5.344292,33.525205,1.000000
-65.882238,-41.347581,-23.385737,1.000000
-26.514543,-19.499241,-30.630592,-1.000000
-24.450536,-53.119467,-52.266167,-1.000000
-56.574971,-23.985031,-8.641195,-1.000000
2.095205,-14.833727,44.088571,-1.000000
-36.985412,-34.170241,-3.369404,1.000000
-50.596989,-15.152939,40.993550,1.000000
-25.842546,-60.417315,-50.223181,-1.000000
3.661216,-36.117547,-13.594842,-1.000000
-53.199487,-30.254964,-3.749244,-1.000000
-35.803594,-73.681084,-47.195395,-1.000000
6.338430,-32.983158,-15.467122,-1.000000
-6.715658,-11.503356,47.349995,-1.000000
-16.198922,-63.592102,-58.911161,1.000000
-27.676252,-18.441469,-35.370876,-1.000000
-51.213795,-71.716366,-49.978169,1.000000
-25.867774,-42.569391,-18.276526,1.000000
-33.856136,-28.543883,-14.015144,1.000000
-19.687110,-45.786698,37.602273,1.000000
-35.725408,-25.529226,-34.799966,-1.000000
-2.424124,-11.126494,43.619555,-1.000000
-44.341542,-67.502302,-49.498436,1.000000
-60.295883,-57.219387,-59.916965,-1.000000
-18.061088,-68.910745,-54.323457,1.000000
-54.391249,-31.068809,-8.717000,-1.000000
-36.504478,-25.781727,-16.935469,1.000000
-25.761396,-85.378884,-36.841848,1.000000
0.905402,-82.133594,-64.176581,-1.000000
-60.815825,-50.958067,-58.819997,-1.000000
-26.096916,-66.094008,-45.506289,-1.000000
-16.299527,-67.562492,-54.348564,1.000000
-48.739674,-15.454472,35.401848,1.000000
-12.490919,-77.782518,-52.483466,-1.000000
-52.173917,-75.684685,-49.317178,1.000000
-37.366949,-33.888954,-13.060794,1.000000
-41.998754,-6.459203,31.118402,1.000000
1.166603,-13.320681,44.975021,-1.000000
1.094711,-43.003127,-10.161160,-1.000000
-12.065527,-79.186363,-62.185520,-1.000000
-39.683763,-70.413686,-59.224452,-1.000000
-49.650934,-17.610059,36.541811,1.000000
-29.585700,-86.416333,-35.025608,1.000000
-47.032654,-31.047103,-7.575543,-1.000000
-22.996442,-47.468714,33.501024,1.000000
-37.210600,-42.121456,-26.268758,-1.000000
-31.333846,-30.252705,-4.828802,1.000000
-67.374089,-54.409583,-50.650349,-1.000000
-24.958617,-64.348082,-54.543796,-1.000000
-68.562097,-30.603697,-22.864174,1.000000
-23.075997,-45.235416,-18.250430,1.000000
-6.475769,-81.011135,-62.110880,-1.000000
-11.719876,-70.953293,-51.244244,1.000000
-54.153798,-29.794560,-9.541758,-1.000000
-37.013714,-54.494389,-25.441164,-1.000000
-18.410223,-63.244973,-55.281336,1.000000
-8.511187,-11.778640,48.055802,-1.000000
-54.864371,-13.473627,43.373553,1.000000
-12.780195,-20.743373,4.536761,-1.000000
-21.029587,-29.309324,11.506679,-1.000000
-53.321983,-16.694352,36.428394,1.000000
-15.069544,-27.891590,11.615115,-1.000000
-20.610229,-86.631633,-33.027880,1.000000
-20.088570,-22.885733,16.019534,-1.000000
-22.843717,-62.352962,-40.188134,-1.000000
-40.412032,-57.266662,-47.836765,1.000000
-32.550928,-53.143101,0.445684,1.000000
-19.229303,-20.014916,15.339716,-1.000000
-66.287937,-39.166032,-29.417932,1.000000
-11.772024,-8.506739,41.454535,-1.000000
-16.106090,-65.538105,-60.445325,1.000000
5.769133,-40.162979,-13.353673,-1.000000
-22.406567,-59.550302,-9.072810,1.000000
-21.309386,-21.000769,7.025485,-1.000000
-27.912355,-62.056721,-45.694107,-1.000000
-25.238392,-55.129803,0.581693,1.000000
-34.699815,-20.502745,-35.860002,-1.000000
-37.784239,-32.699277,-8.502113,1.000000
-64.167030,-45.295465,-59.239670,-1.000000
3.075975,-41.705701,-17.418287,-1.000000
-39.695590,-54.499468,-48.676635,1.000000
-33.689129,-31.562296,-35.314049,-1.000000
-23.104560,-54.971901,-46.325527,-1.000000
-14.497146,-6.009473,44.776067,-1.000000
-53.564608,-70.244775,-52.660184,1.000000
-39.546050,-15.964946,28.844824,1.000000
-43.918261,-58.207156,-43.551263,1.000000
-56.950196,-24.946791,-6.851775,-1.000000
-76.172473,-39.342821,-11.215107,1.000000
-39.576111,-55.328120,-39.877378,1.000000
-48.006467,-20.392124,36.045617,1.000000
-37.648332,-42.809451,-33.348422,-1.000000
-51.955296,-31.242427,-4.191631,-1.000000
-9.109342,-88.229964,-66.498977,-1.000000
-37.406651,-70.007682,-52.972611,-1.000000
-35.389700,-49.931919,1.781392,1.000000
-14.198308,-30.778468,13.920450,-1.000000
-75.892258,-51.936417,-51.558404,-1.000000
-46.875333,-20.929635,32.007347,1.000000
1.944282,-5.397405,47.322941,-1.000000
-30.270646,-46.070696,1.561900,1.000000
-33.745510,-19.335041,-32.387334,-1.000000
-30.791281,-32.040305,-18.314237,1.000000
-8.479136,-64.866518,-44.423668,1.000000
-29.471673,-24.198880,-8.130665,1.000000
6.001485,-42.929245,-22.118997,-1.000000
-17.646328,-89.179422,-37.363085,1.000000
-31.558503,-43.491319,43.176823,1.000000
-46.766850,-14.616606,40.334314,1.000000
-39.242035,-73.306832,-49.152460,-1.000000
-47.819674,-54.098430,-53.675439,1.000000
-40.230128,-46.713676,-32.540518,-1.000000
-21.305153,-47.524157,-24.356734,1.000000
-46.039756,-42.555295,-25.712250,-1.000000
-11.386494,-59.645170,-49.934724,1.000000
-25.428212,-61.115756,-45.734324,-1.000000
-47.767633,-16.877715,28.148472,1.000000
-27.270385,-50.051103,43.811122,1.000000
-8.714668,-72.563667,-54.700132,-1.000000
-14.282382,-58.414263,-54.439567,1.000000
-71.861242,-40.423793,-9.422627,1.000000
-34.223362,-32.504330,-5.138803,1.000000
-10.670200,-7.085853,45.499727,-1.000000
-0.809969,-40.719053,-20.078737,-1.000000
-23.476311,-45.977579,33.521709,1.000000
-10.602890,-15.873148,48.943061,-1.000000
-14.049136,-22.845616,6.760123,-1.000000
-49.891397,-39.484148,4.968401,-1.000000
-45.890022,-81.733739,-49.617161,-1.000000
-30.033004,-51.338345,-1.313700,1.000000
0.971310,-13.363784,52.176299,-1.000000
-35.669657,-44.723217,-14.753320,-1.000000
-21.835331,-61.506263,-44.671958,-1.000000
-67.799792,-43.873378,-19.578498,1.000000
-30.165264,-14.241307,-29.289335,-1.000000
-17.520003,-24.948447,9.896668,-1.000000
-11.016811,-65.421174,-56.259482,1.000000
-19.951691,-26.830488,12.290897,-1.000000
-39.383229,-68.971043,-49.408092,-1.000000
-31.516259,-49.533007,5.450959,1.000000
-26.722021,-69.488705,-48.540185,-1.000000
-28.893515,-47.008374,9.685370,1.000000
-29.377731,-60.089456,-42.238962,-1.000000
-63.720289,-38.849872,-56.243663,-1.000000
-10.164503,-82.185813,-65.105920,-1.000000
-71.971673,-48.040867,-25.295804,1.000000
-43.430836,-14.376641,32.093669,1.000000
-43.221816,-25.995049,-6.514601,-1.000000
-0.327772,-41.313679,-16.417252,-1.000000
-25.606490,-48.132500,46.564141,1.000000
-52.320462,-73.820677,-50.782900,1.000000
-9.152229,-28.064851,6.288683,-1.000000
-60.075895,-53.048558,-56.296161,-1.000000
-56.603225,-31.948367,-8.592426,-1.000000
-10.411560,-66.737443,-56.343373,1.000000
-69.871427,-46.903084,-19.910643,1.000000
-45.938213,-19.566102,36.722273,1.000000
-9.720628,-10.938570,43.830135,-1.000000
-13.803511,-21.541467,9.327260,-1.000000
-27.473334,-47.227822,-20.206691,-1.000000
-50.005280,-30.713755,-4.314997,-1.000000
-23.164553,-19.314409,-33.709658,-1.000000
-40.631853,-49.021312,2.952903,1.000000
12.538479,-45.445196,-15.905235,-1.000000
-24.925813,-20.493338,-37.646593,-1.000000
-4.377056,-11.044563,40.937438,-1.000000
-53.626933,-32.304525,-5.460435,-1.000000
-16.408246,-25.275935,13.002170,-1.000000
-30.191832,-63.650203,-44.307388,-1.000000
10.766972,-36.388987,-18.569296,-1.000000
-45.844241,-32.035487,-5.310343,-1.000000
7.835661,-40.206184,-16.913797,-1.000000
-50.152212,-24.674310,-6.386542,-1.000000
-54.273528,-27.378879,-7.978883,-1.000000
-26.765499,-48.661046,-17.886352,1.000000
-42.966371,-56.496418,-44.251920,1.000000
-56.568918,-68.287280,-50.291878,1.000000
-9.214192,-9.804612,46.221038,-1.000000
-15.244335,-22.295175,8.001008,-1.000000
-30.372845,-42.653137,40.884298,1.000000
-37.333779,-28.836343,-10.251836,1.000000
-26.762610,-21.586056,-35.504642,-1.000000
-32.213578,-36.695791,-19.145363,-1.000000
-16.998805,-89.641348,-57.052592,-1.000000
-18.810899,-20.455007,6.314660,-1.000000
-72.161505,-43.205936,-21.593781,1.000000
-53.805654,-14.975675,31.994975,1.000000
-43.240216,-70.017294,-54.990652,-1.000000
-36.192958,-62.038058,-47.720652,-1.000000
-11.245163,-51.376704,45.369674,1.000000
-15.891095,-26.659376,1.990035,-1.000000
-43.812899,-67.256583,-49.928730,-1.000000
-33.083140,-53.042219,3.667634,1.000000
-55.907043,-72.309548,-61.981068,1.000000
-32.690802,-48.617505,-16.258892,1.000000
-24.403375,-27.745342,-33.239666,-1.000000
-58.904401,-46.197023,-57.092758,-1.000000
-17.056695,-18.887939,13.184179,-1.000000
2.793974,-5.757692,43.782557,-1.000000
-34.701836,-53.009972,7.587128,1.000000
-30.419730,-48.982853,-18.916501,-1.000000
-12.743872,-77.743248,-56.453234,-1.000000
-51.987146,-67.693412,-48.330212,1.000000
-28.224713,-44.668076,-16.565819,1.000000
-8.498548,-58.540518,-49.905761,1.000000
-67.061722,-58.478256,-56.142449,-1.000000
-9.807307,-75.085600,-63.103098,-1.000000
-5.986231,-64.595917,-57.639214,1.000000
-29.904709,-27.161067,-8.120445,1.000000
-11.197795,-26.265466,11.309522,-1.000000
-21.220012,-29.212401,13.827680,-1.000000
1.718787,-7.974786,48.016796,-1.000000
-19.918099,-89.890005,-46.635450,1.000000
-32.467564,-57.908018,-44.521405,-1.000000
-40.895216,-71.981507,-53.112099,-1.000000
-30.022634,-52.490460,8.615618,1.000000
-37.587584,-17.144307,-38.366720,-1.000000
-28.280634,-10.262442,-45.092257,-1.000000
-70.153295,-36.724936,-15.572902,1.000000
-35.711863,-20.853413,-41.425309,-1.000000
-44.907473,-27.213667,-11.169171,-1.000000
-18.859026,-60.627313,-58.540938,1.000000
-20.336875,-42.975951,43.508071,1.000000
-51.298542,-13.552753,31.804045,1.000000
-36.491807,-68.625071,-46.711249,-1.000000
-35.535605,-57.195820,-40.270094,1.000000
-18.651051,-85.930550,-51.356734,-1.000000
0.372475,-43.201213,-14.634118,-1.000000
-45.769427,-70.205047,-47.889177,-1.000000
-20.460637,-62.290702,-54.290188,1.000000
-25.424523,-59.648721,-45.447849,-1.000000
-8.973409,-79.180732,-61.352170,-1.000000
-41.945336,-59.209704,-48.183020,1.000000
-36.450972,-38.653257,-20.242523,-1.000000
-27.928940,-28.277810,-7.480134,1.000000
-61.576697,-48.827361,-56.923582,-1.000000
-27.928041,-58.993547,-14.899091,1.000000
-14.276697,-64.349066,-48.850953,1.000000
-54.200071,-71.170361,-54.897599,1.000000
-18.270350,-88.182672,-44.167429,1.000000
-71.270860,-34.873425,-17.769236,1.000000
-35.024884,-49.274679,-31.394566,1.000000
-29.663741,-48.579806,6.643081,1.000000
-22.279249,-92.388425,-33.632427,1.000000
-26.374460,-19.210256,-36.673800,-1.000000
-6.866871,-75.492258,-60.636642,-1.000000
-37.496645,-53.173434,-44.885085,1.000000
-17.763394,-88.471520,-37.346051,1.000000
-16.854511,-90.283064,-32.552911,1.000000
-9.327173,-80.271872,-59.078948,-1.000000
-26.586282,-35.137794,38.979113,1.000000
-28.427800,-44.672238,-23.390007,-1.000000
-15.829540,-67.180872,-50.846775,1.000000
-68.883914,-37.568414,-19.253564,1.000000
-12.831596,-30.819666,6.178720,-1.000000
-40.264112,-61.715903,-54.521131,-1.000000
-41.463992,-12.390237,32.989945,1.000000
-62.641017,-72.607302,-44.803275,1.000000
-56.944547,-54.387758,-51.035578,-1.000000
-18.417075,-48.259066,42.992433,1.000000
-57.866901,-18.030295,42.987946,1.000000
-34.911430,-26.852821,-6.133293,1.000000
-58.485108,-30.946032,-4.643886,-1.000000
-11.595640,-65.058587,-59.444306,1.000000
-18.042495,-92.717751,-36.990529,1.000000
-62.714798,-48.684953,-55.146272,-1.000000
-58.873935,-80.527077,-46.919800,1.000000
-36.289136,-54.199863,-43.926827,1.000000
-37.502805,-54.756664,-21.075290,1.000000
-55.456682,-45.227994,-62.393957,-1.000000
-64.562365,-51.061742,-56.686899,-1.000000
11.979631,-49.147912,-17.124417,-1.000000
-17.459648,-26.649743,14.049845,-1.000000
-68.352188,-36.593636,-23.638722,1.000000
-42.062458,-26.371708,-9.673995,-1.000000
-35.726699,-67.217135,-43.845430,-1.000000
-33.582008,-19.707581,-38.765727,-1.000000
-52.618914,-11.598479,34.120823,1.000000
-74.453179,-42.628141,-16.021767,1.000000
-9.022452,-67.501986,-54.153782,1.000000
-36.745534,-49.253727,-52.628876,1.000000
-53.524339,-74.747572,-55.328516,1.000000
11.448010,-39.984410,-13.048580,-1.000000
-59.930356,-73.284755,-55.824186,1.000000
-26.335657,-17.817979,-44.733136,-1.000000
-9.749181,-78.170639,-56.365012,-1.000000
-10.670983,-85.508395,-71.284775,-1.000000
-16.374393,-33.127613,13.011021,-1.000000
-37.951674,-28.477270,-5.809850,1.000000
-13.846686,-15.158403,16.029867,-1.000000
-42.584420,-73.355775,-43.480473,-1.000000
-35.672898,-33.763333,-3.943392,1.000000
-28.541977,-17.677898,-33.825786,-1.000000
-38.614782,-29.662451,-8.744593,1.000000
-8.075563,-14.684934,45.312486,-1.000000
-51.895434,-33.971293,-8.058165,-1.000000
-23.191011,-45.306192,42.457871,1.000000
-22.320891,-89.906046,-32.477117,1.000000
-42.978090,-71.077243,-54.919894,-1.000000
-47.085606,-15.479494,39.247933,1.000000
-66.047126,-49.086108,-54.292517,-1.000000
-18.270193,-85.805025,-38.167479,1.000000
-31.176654,-25.810017,-10.905686,1.000000
-6.448296,-2.340730,41.438453,-1.000000
-56.597320,-82.836726,-51.565212,1.000000
-32.088599,-45.624422,6.141977,1.000000
-46.530641,-24.311984,-8.700838,-1.000000
-62.208738,-55.626449,-60.444858,-1.000000
-23.688415,-68.207194,-54.577804,-1.000000
-46.622766,-16.776416,37.488139,1.000000
-69.039177,-34.987469,-16.840321,1.000000
-55.063111,-77.337974,-51.489026,1.000000
-48.390165,-31.927092,-5.755159,-1.000000
-42.903550,-53.803218,-45.733267,1.000000
-15.552537,-81.751973,-63.035089,-1.000000
3.215248,-34.598858,-18.161302,-1.000000
-46.242103,-66.253756,-55.731312,-1.000000
-45.710819,-33.195060,-3.913499,-1.000000
-23.608214,-94.671973,-33.196842,1.000000
-55.519163,-70.905191,-43.848580,1.000000
-39.472480,-12.838299,31.343907,1.000000
-56.711337,-66.988212,-51.761303,1.000000
-36.766229,-36.432808,-9.884444,1.000000
-14.605062,-65.230342,-51.849373,1.000000
-27.871166,-42.890280,36.639604,1.000000
-11.573725,-62.894178,-57.510100,1.000000
-24.858859,-53.398241,1.714443,1.000000
-59.996398,-44.222558,-21.414743,1.000000
-60.354895,-78.542673,-53.403131,1.000000
-28.216206,-64.413440,-46.655411,-1.000000
-36.663189,-50.780736,6.639480,1.000000
-27.969805,-49.335816,-22.970023,1.000000
-15.554532,-33.585512,14.499933,-1.000000
-50.856084,-16.092683,39.581014,1.000000
-22.965608,-45.992597,40.958662,1.000000
-8.048899,-6.589207,44.625899,-1.000000
-15.868736,-83.279754,-33.263786,1.000000
-63.589241,-29.529424,-7.838668,-1.000000
-40.172466,-53.790918,-47.123346,1.000000
-27.360743,-54.912146,-36.849547,-1.000000
